Region,Bay,Date,TrawlNum,trapCount_Unvented,trapCount_Vented,bsbCount_Unvented,bsbCount_Vented,Latitude,Longitude,depthStrata,State,ventedCPUE,unventedCPUE,StdCatch,Year,Month
RIS,Rhode Island,12-06-2014,3541,3,3,9,0,41.42867,-71.22796,2,RI,0,3,9,2014,6
RIS,Rhode Island,11-07-2014,3295,3,3,0,0,41.38074,-71.31301,2,RI,0,0,0,2014,7
RIS,Rhode Island,11-07-2014,3374,3,3,0,0,41.39613,-71.31255,2,RI,0,0,0,2014,7
RIS,Rhode Island,11-07-2014,3459,3,3,6,1,41.41404,-71.21332,2,RI,0.333333333,2,7,2014,7
RIS,Rhode Island,11-07-2014,3535,3,3,1,0,41.42905,-71.3261,2,RI,0,0.333333333,1,2014,7
RIS,Rhode Island,11-07-2014,3540,3,3,2,1,41.42654,-71.23853,2,RI,0.333333333,0.666666667,3,2014,7
RIS,Rhode Island,11-07-2014,3541,3,3,7,1,41.42909,-71.22713,2,RI,0.333333333,2.333333333,8,2014,7
RIS,Rhode Island,11-07-2014,3703,3,3,0,1,41.46026,-71.2915,1,RI,0.333333333,0,1,2014,7
RIS,Rhode Island,14-07-2014,3293,3,3,7,0,41.38096,-71.34133,2,RI,0,2.333333333,7,2014,7
RIS,Rhode Island,14-07-2014,3372,3,3,1,0,41.39929,-71.34573,2,RI,0,0.333333333,1,2014,7
RIS,Rhode Island,14-07-2014,3374,3,3,3,0,41.39714,-71.31232,2,RI,0,1,3,2014,7
RIS,Rhode Island,14-07-2014,3459,3,3,10,0,41.41425,-71.21128,2,RI,0,3.333333333,10,2014,7
RIS,Rhode Island,14-07-2014,3535,3,3,1,1,41.43053,-71.32696,2,RI,0.333333333,0.333333333,2,2014,7
RIS,Rhode Island,14-07-2014,3540,3,3,4,0,41.42713,-71.23914,2,RI,0,1.333333333,4,2014,7
RIS,Rhode Island,14-07-2014,3541,3,3,9,0,41.42909,-71.22713,2,RI,0,3,9,2014,7
RIS,Rhode Island,14-07-2014,3703,3,3,3,1,41.46026,-71.2915,1,RI,0.333333333,1,4,2014,7
RIS,Rhode Island,05-08-2014,3293,3,3,7,0,41.38425,-71.3354,2,RI,0,2.333333333,7,2014,8
RIS,Rhode Island,05-08-2014,3295,3,3,3,0,41.38164,-71.31219,2,RI,0,1,3,2014,8
RIS,Rhode Island,05-08-2014,3372,3,3,2,0,41.39886,-71.34549,2,RI,0,0.666666667,2,2014,8
RIS,Rhode Island,05-08-2014,3374,3,3,2,0,41.39677,-71.31184,2,RI,0,0.666666667,2,2014,8
RIS,Rhode Island,05-08-2014,3535,2,3,1,0,41.42884,-71.32597,2,RI,0,0.5,1,2014,8
RIS,Rhode Island,05-08-2014,3540,3,3,5,1,41.42777,-71.2283,1,RI,0.333333333,1.666666667,6,2014,8
RIS,Rhode Island,05-08-2014,3541,3,3,4,1,41.42926,-71.2275,1,RI,0.333333333,1.333333333,5,2014,8
RIS,Rhode Island,05-08-2014,3703,3,3,4,0,41.46101,-71.29141,1,RI,0,1.333333333,4,2014,8
RIS,Rhode Island,08-08-2014,3293,3,3,4,0,41.38054,-71.34109,2,RI,0,1.333333333,4,2014,8
RIS,Rhode Island,08-08-2014,3295,3,3,2,0,41.38164,-71.31219,2,RI,0,0.666666667,2,2014,8
RIS,Rhode Island,08-08-2014,3372,3,3,2,0,41.39871,-71.34513,2,RI,0,0.666666667,2,2014,8
RIS,Rhode Island,08-08-2014,3374,3,3,0,0,41.39687,-71.31136,2,RI,0,0,0,2014,8
RIS,Rhode Island,08-08-2014,3459,3,3,7,1,41.4143,-71.21213,2,RI,0.333333333,2.333333333,8,2014,8
RIS,Rhode Island,08-08-2014,3535,3,3,0,0,41.42942,-71.32658,2,RI,0,0,0,2014,8
RIS,Rhode Island,08-08-2014,3540,3,3,12,1,41.42777,-71.23845,2,RI,0.333333333,4,13,2014,8
RIS,Rhode Island,08-08-2014,3541,3,3,5,0,41.42835,-71.2283,2,RI,0,1.666666667,5,2014,8
RIS,Rhode Island,08-08-2014,3703,3,2,6,0,41.45972,-71.29173,1,RI,0,2,6,2014,8
RIS,Rhode Island,14-06-2015,3456,3,3,3,1,41.41242,-71.26397,2,RI,0.333333333,1,4,2015,6
RIS,Rhode Island,14-06-2015,3461,3,3,10,3,41.41308,-71.17903,2,RI,1,3.333333333,13,2015,6
RIS,Rhode Island,14-06-2015,3535,3,3,5,0,41.4299,-71.33015,2,RI,0,1.666666667,5,2015,6
RIS,Rhode Island,14-06-2015,3541,3,3,5,0,41.42967,-71.23037,2,RI,0,1.666666667,5,2015,6
RIS,Rhode Island,14-06-2015,3617,3,3,0,0,41.44625,-71.34576,1,RI,0,0,0,2015,6
RIS,Rhode Island,14-06-2015,3626,1,2,0,0,41.44737,-71.19618,1,RI,0,0,0,2015,6
RIS,Rhode Island,14-06-2015,3712,3,2,4,0,41.46383,-71.1451,1,RI,0,1.333333333,4,2015,6
RIS,Rhode Island,14-06-2015,3790,3,3,0,0,41.48122,-71.29591,1,RI,0,0,0,2015,6
RIS,Rhode Island,14-06-2015,3883,3,3,1,0,41.48832,-71.20412,1,RI,0,0.333333333,1,2015,6
RIS,Rhode Island,17-06-2015,3456,3,3,7,2,41.4112,-71.2649,2,RI,0.666666667,2.333333333,9,2015,6
RIS,Rhode Island,17-06-2015,3461,3,3,9,1,41.41315,-71.1788,2,RI,0.333333333,3,10,2015,6
RIS,Rhode Island,17-06-2015,3535,3,3,0,0,41.42975,-71.33055,2,RI,0,0,0,2015,6
RIS,Rhode Island,17-06-2015,3541,3,3,11,0,41.42962,-71.23075,2,RI,0,3.666666667,11,2015,6
RIS,Rhode Island,17-06-2015,3617,3,3,0,0,41.44583,-71.3459,1,RI,0,0,0,2015,6
RIS,Rhode Island,17-06-2015,3626,3,3,1,0,41.44683,-71.19618,1,RI,0,0.333333333,1,2015,6
RIS,Rhode Island,17-06-2015,3712,3,3,11,1,41.4637,-71.14537,1,RI,0.333333333,3.666666667,12,2015,6
RIS,Rhode Island,17-06-2015,3790,3,3,0,0,41.48047,-71.29594,1,RI,0,0,0,2015,6
RIS,Rhode Island,17-06-2015,3883,3,3,2,0,41.48822,-71.20348,1,RI,0,0.666666667,2,2015,6
RIS,Rhode Island,21-07-2015,3456,3,3,6,1,41.41237,-71.26383,2,RI,0.333333333,2,7,2015,7
RIS,Rhode Island,21-07-2015,3461,3,3,0,1,41.41305,-71.17934,2,RI,0.333333333,0,1,2015,7
RIS,Rhode Island,21-07-2015,3535,3,3,1,0,41.43023,-71.33018,2,RI,0,0.333333333,1,2015,7
RIS,Rhode Island,21-07-2015,3541,3,3,13,2,41.43063,-71.23003,2,RI,0.666666667,4.333333333,15,2015,7
RIS,Rhode Island,21-07-2015,3617,3,3,0,0,41.44555,-71.3455,1,RI,0,0,0,2015,7
RIS,Rhode Island,21-07-2015,3626,3,3,2,1,41.44643,-71.19646,1,RI,0.333333333,0.666666667,3,2015,7
RIS,Rhode Island,21-07-2015,3712,3,3,1,0,41.46398,-71.142,1,RI,0,0.333333333,1,2015,7
RIS,Rhode Island,21-07-2015,3790,3,3,0,0,41.48158,-71.29587,2,RI,0,0,0,2015,7
RIS,Rhode Island,21-07-2015,3883,3,3,3,0,41.48857,-71.20465,1,RI,0,1,3,2015,7
RIS,Rhode Island,24-07-2015,3456,3,3,5,0,41.41227,-71.26387,2,RI,0,1.666666667,5,2015,7
RIS,Rhode Island,24-07-2015,3461,3,3,4,0,41.41026,-71.1718,2,RI,0,1.333333333,4,2015,7
RIS,Rhode Island,24-07-2015,3535,2,3,4,0,41.43032,-71.33078,2,RI,0,2,4,2015,7
RIS,Rhode Island,24-07-2015,3541,3,3,3,0,41.43002,-71.23053,2,RI,0,1,3,2015,7
RIS,Rhode Island,24-07-2015,3617,3,3,2,0,41.44588,-71.34623,1,RI,0,0.666666667,2,2015,7
RIS,Rhode Island,24-07-2015,3626,3,3,2,1,41.44367,-71.19233,1,RI,0.333333333,0.666666667,3,2015,7
RIS,Rhode Island,24-07-2015,3712,3,3,4,0,41.46058,-71.1413,1,RI,0,1.333333333,4,2015,7
RIS,Rhode Island,24-07-2015,3790,3,3,0,0,41.48018,-71.29523,1,RI,0,0,0,2015,7
RIS,Rhode Island,24-07-2015,3883,3,3,2,0,41.48611,-71.19988,1,RI,0,0.666666667,2,2015,7
RIS,Rhode Island,18-08-2015,3456,3,3,9,0,41.41295,-71.26393,2,RI,0,3,9,2015,8
RIS,Rhode Island,18-08-2015,3461,3,3,4,0,41.41415,-71.1783,2,RI,0,1.333333333,4,2015,8
RIS,Rhode Island,18-08-2015,3535,3,3,1,1,41.43127,-71.33067,2,RI,0.333333333,0.333333333,2,2015,8
RIS,Rhode Island,18-08-2015,3541,3,3,7,0,41.42998,-71.23064,2,RI,0,2.333333333,7,2015,8
RIS,Rhode Island,18-08-2015,3617,3,3,0,0,41.44625,-71.34495,1,RI,0,0,0,2015,8
RIS,Rhode Island,18-08-2015,3626,3,3,2,0,41.44665,-71.19633,1,RI,0,0.666666667,2,2015,8
RIS,Rhode Island,18-08-2015,3712,3,3,4,0,41.46395,-71.14432,1,RI,0,1.333333333,4,2015,8
RIS,Rhode Island,18-08-2015,3790,3,3,0,0,41.48122,-71.29577,1,RI,0,0,0,2015,8
RIS,Rhode Island,18-08-2015,3883,3,3,0,0,41.48955,-71.2044,1,RI,0,0,0,2015,8
RIS,Rhode Island,21-08-2015,3456,3,3,3,0,41.41245,-71.26466,2,RI,0,1,3,2015,8
RIS,Rhode Island,21-08-2015,3461,3,3,0,0,41.41383,-71.17741,2,RI,0,0,0,2015,8
RIS,Rhode Island,21-08-2015,3535,3,3,1,0,41.43102,-71.33095,2,RI,0,0.333333333,1,2015,8
RIS,Rhode Island,21-08-2015,3541,3,3,4,2,41.43113,-71.2316,2,RI,0.666666667,1.333333333,6,2015,8
RIS,Rhode Island,21-08-2015,3617,3,3,2,0,41.446,-71.34608,1,RI,0,0.666666667,2,2015,8
RIS,Rhode Island,21-08-2015,3626,3,3,4,2,41.447,-71.19592,1,RI,0.666666667,1.333333333,6,2015,8
RIS,Rhode Island,21-08-2015,3712,3,3,3,0,41.46418,-71.14363,1,RI,0,1,3,2015,8
RIS,Rhode Island,21-08-2015,3790,3,3,1,0,41.48122,-71.29577,1,RI,0,0.333333333,1,2015,8
RIS,Rhode Island,21-08-2015,3883,3,3,4,0,41.48827,-71.20358,1,RI,0,1.333333333,4,2015,8
RIS,Rhode Island,13-06-2016,3377,3,3,1,0,41.39537,-71.2632,2,RI,0,0.333333333,1,2016,6
RIS,Rhode Island,13-06-2016,3380,3,3,1,0,41.39657,-71.21053,2,RI,0,0.333333333,1,2016,6
RIS,Rhode Island,13-06-2016,3451,3,3,0,0,41.412,-71.344,2,RI,0,0,0,2016,6
RIS,Rhode Island,13-06-2016,3454,3,3,0,0,41.42175,-71.29932,2,RI,0,0,0,2016,6
RIS,Rhode Island,13-06-2016,3458,3,2,5,0,41.41295,-71.22961,2,RI,0,1.666666667,5,2016,6
RIS,Rhode Island,13-06-2016,3544,3,1,6,0,41.43148,-71.18128,2,RI,0,2,6,2016,6
RIS,Rhode Island,13-06-2016,3704,3,2,1,0,41.46233,-71.279,2,RI,0,0.333333333,1,2016,6
RIS,Rhode Island,16-06-2016,3297,3,3,0,0,41.37865,-71.28159,2,RI,0,0,0,2016,6
RIS,Rhode Island,16-06-2016,3377,3,3,0,0,41.39547,-71.26353,2,RI,0,0,0,2016,6
RIS,Rhode Island,16-06-2016,3380,3,3,0,0,41.39723,-71.21105,2,RI,0,0,0,2016,6
RIS,Rhode Island,16-06-2016,3451,3,3,0,0,41.4131,-71.34512,2,RI,0,0,0,2016,6
RIS,Rhode Island,16-06-2016,3452,3,3,0,0,41.41488,-71.32951,2,RI,0,0,0,2016,6
RIS,Rhode Island,16-06-2016,3454,3,3,1,0,41.42287,-71.30032,2,RI,0,0.333333333,1,2016,6
RIS,Rhode Island,16-06-2016,3458,3,3,0,0,41.41282,-71.23122,2,RI,0,0,0,2016,6
RIS,Rhode Island,16-06-2016,3544,3,3,1,0,41.43217,-71.18198,2,RI,0,0.333333333,1,2016,6
RIS,Rhode Island,16-06-2016,3704,3,2,0,0,41.46183,-71.27927,2,RI,0,0,0,2016,6
RIS,Rhode Island,11-07-2016,3297,3,3,2,1,41.3702,-71.27176,2,RI,0.333333333,0.666666667,3,2016,7
RIS,Rhode Island,11-07-2016,3377,3,3,3,0,41.39598,-71.26383,2,RI,0,1,3,2016,7
RIS,Rhode Island,11-07-2016,3380,3,3,2,0,41.39748,-71.2122,2,RI,0,0.666666667,2,2016,7
RIS,Rhode Island,11-07-2016,3451,3,3,3,0,41.41355,-71.34563,2,RI,0,1,3,2016,7
RIS,Rhode Island,11-07-2016,3452,3,3,0,0,41.4153,-71.33109,2,RI,0,0,0,2016,7
RIS,Rhode Island,11-07-2016,3458,2,4,4,1,41.4121,-71.23164,2,RI,0.25,2,5,2016,7
RIS,Rhode Island,11-07-2016,3544,3,3,1,0,41.43192,-71.18203,2,RI,0,0.333333333,1,2016,7
RIS,Rhode Island,11-07-2016,3704,3,3,2,0,41.46218,-71.26894,1,RI,0,0.666666667,2,2016,7
RIS,Rhode Island,14-07-2016,3297,3,3,4,1,41.37863,-71.28138,2,RI,0.333333333,1.333333333,5,2016,7
RIS,Rhode Island,14-07-2016,3377,3,3,9,0,41.38927,-71.27197,2,RI,0,3,9,2016,7
RIS,Rhode Island,14-07-2016,3380,3,3,4,0,41.39752,-71.21075,2,RI,0,1.333333333,4,2016,7
RIS,Rhode Island,14-07-2016,3451,3,3,1,0,41.41355,-71.34563,2,RI,0,0.333333333,1,2016,7
RIS,Rhode Island,14-07-2016,3452,3,3,1,0,41.41772,-71.33324,2,RI,0,0.333333333,1,2016,7
RIS,Rhode Island,14-07-2016,3458,3,3,18,3,41.41225,-71.23217,1,RI,1,6,21,2016,7
RIS,Rhode Island,14-07-2016,3536,3,2,3,0,41.42862,-71.30212,2,RI,0,1,3,2016,7
RIS,Rhode Island,14-07-2016,3544,3,3,3,0,41.43192,-71.18203,2,RI,0,1,3,2016,7
RIS,Rhode Island,14-07-2016,3704,3,3,3,0,41.46227,-71.2793,1,RI,0,1,3,2016,7
RIS,Rhode Island,15-08-2016,3297,3,3,2,0,41.37832,-71.28259,2,RI,0,0.666666667,2,2016,8
RIS,Rhode Island,15-08-2016,3377,3,3,2,0,41.3952,-71.26335,2,RI,0,0.666666667,2,2016,8
RIS,Rhode Island,15-08-2016,3380,3,3,6,0,41.39667,-71.21183,2,RI,0,2,6,2016,8
RIS,Rhode Island,15-08-2016,3452,3,3,1,0,41.41377,-71.33133,2,RI,0,0.333333333,1,2016,8
RIS,Rhode Island,15-08-2016,3458,3,3,6,0,41.4123,-71.23127,1,RI,0,2,6,2016,8
RIS,Rhode Island,15-08-2016,3536,3,3,0,0,41.4303,-71.31161,2,RI,0,0,0,2016,8
RIS,Rhode Island,15-08-2016,3544,3,3,2,0,41.4329,-71.18172,2,RI,0,0.666666667,2,2016,8
RIS,Rhode Island,15-08-2016,3704,3,3,6,2,41.462,-71.27937,2,RI,0.666666667,2,8,2016,8
RIS,Rhode Island,18-08-2016,3297,3,3,1,0,41.37848,-71.2831,2,RI,0,0.333333333,1,2016,8
RIS,Rhode Island,18-08-2016,3377,3,3,4,5,41.39597,-71.26383,2,RI,1.666666667,1.333333333,9,2016,8
RIS,Rhode Island,18-08-2016,3380,3,3,5,0,41.39758,-71.21214,2,RI,0,1.666666667,5,2016,8
RIS,Rhode Island,18-08-2016,3451,4,2,1,0,41.41347,-71.34592,2,RI,0,0.25,1,2016,8
RIS,Rhode Island,18-08-2016,3452,3,3,1,0,41.41425,-71.33086,2,RI,0,0.333333333,1,2016,8
RIS,Rhode Island,18-08-2016,3458,3,3,5,0,41.41243,-71.23095,2,RI,0,1.666666667,5,2016,8
RIS,Rhode Island,18-08-2016,3536,3,3,0,0,41.43012,-71.31167,2,RI,0,0,0,2016,8
RIS,Rhode Island,18-08-2016,3544,3,3,2,1,41.4322,-71.18115,2,RI,0.333333333,0.666666667,3,2016,8
RIS,Rhode Island,18-08-2016,3704,3,2,3,0,41.46323,-71.27848,1,RI,0,1,3,2016,8
RIS,Rhode Island,12-06-2017,3531,3,3,1,0,41.437,-71.38787,2,RI,0,0.333333333,1,2017,6
RIS,Rhode Island,12-06-2017,3542,3,3,7,0,41.43188,-71.20892,1,RI,0,2.333333333,7,2017,6
RIS,Rhode Island,12-06-2017,3544,3,3,5,0,41.43278,-71.18108,1,RI,0,1.666666667,5,2017,6
RIS,Rhode Island,12-06-2017,3631,3,3,3,0,41.44197,-71.1082,1,RI,0,1,3,2017,6
RIS,Rhode Island,12-06-2017,3706,3,3,3,0,41.467,-71.24917,1,RI,0,1,3,2017,6
RIS,Rhode Island,12-06-2017,3707,3,3,10,0,41.46095,-71.23055,1,RI,0,3.333333333,10,2017,6
RIS,Rhode Island,12-06-2017,3711,3,3,0,0,41.46465,-71.16468,1,RI,0,0,0,2017,6
RIS,Rhode Island,12-06-2017,3790,3,3,2,0,41.4786,-71.29549,1,RI,0,0.666666667,2,2017,6
RIS,Rhode Island,12-06-2017,3791,3,3,0,0,41.4813,-71.27987,1,RI,0,0,0,2017,6
RIS,Rhode Island,15-06-2017,3531,3,3,2,0,41.43637,-71.38775,1,RI,0,0.666666667,2,2017,6
RIS,Rhode Island,15-06-2017,3542,3,3,10,0,41.43192,-71.20795,1,RI,0,3.333333333,10,2017,6
RIS,Rhode Island,15-06-2017,3544,3,3,2,0,41.4331,-71.18148,1,RI,0,0.666666667,2,2017,6
RIS,Rhode Island,15-06-2017,3631,3,3,2,1,41.44152,-71.10815,1,RI,0.333333333,0.666666667,3,2017,6
RIS,Rhode Island,15-06-2017,3706,3,3,6,0,41.4683,-71.24923,1,RI,0,2,6,2017,6
RIS,Rhode Island,15-06-2017,3707,3,3,19,0,41.46102,-71.23048,1,RI,0,6.333333333,19,2017,6
RIS,Rhode Island,15-06-2017,3711,3,3,1,0,41.46467,-71.16508,1,RI,0,0.333333333,1,2017,6
RIS,Rhode Island,15-06-2017,3790,3,3,0,0,41.47825,-71.29567,1,RI,0,0,0,2017,6
RIS,Rhode Island,15-06-2017,3791,3,3,1,0,41.48163,-71.27934,1,RI,0,0.333333333,1,2017,6
RIS,Rhode Island,10-07-2017,3531,3,3,1,0,41.4371,-71.38817,2,RI,0,0.333333333,1,2017,7
RIS,Rhode Island,10-07-2017,3542,3,3,0,2,41.43202,-71.20745,2,RI,0.666666667,0,2,2017,7
RIS,Rhode Island,10-07-2017,3544,3,2,1,0,41.43267,-71.18187,1,RI,0,0.333333333,1,2017,7
RIS,Rhode Island,10-07-2017,3631,3,3,0,1,41.44195,-71.10857,1,RI,0.333333333,0,1,2017,7
RIS,Rhode Island,10-07-2017,3706,3,3,0,1,41.46605,-71.24883,1,RI,0.333333333,0,1,2017,7
RIS,Rhode Island,10-07-2017,3707,3,3,5,0,41.46099,-71.23086,1,RI,0,1.666666667,5,2017,7
RIS,Rhode Island,10-07-2017,3711,3,3,0,0,41.46485,-71.16534,1,RI,0,0,0,2017,7
RIS,Rhode Island,10-07-2017,3790,3,3,0,0,41.47745,-71.29523,1,RI,0,0,0,2017,7
RIS,Rhode Island,10-07-2017,3791,3,3,1,0,41.48137,-71.2786,1,RI,0,0.333333333,1,2017,7
RIS,Rhode Island,13-07-2017,3531,3,3,1,0,41.43675,-71.38811,1,RI,0,0.333333333,1,2017,7
RIS,Rhode Island,13-07-2017,3542,3,3,3,1,41.43253,-71.20718,2,RI,0.333333333,1,4,2017,7
RIS,Rhode Island,13-07-2017,3544,3,3,2,0,41.43317,-71.18208,1,RI,0,0.666666667,2,2017,7
RIS,Rhode Island,13-07-2017,3631,3,3,4,0,41.44188,-71.10713,1,RI,0,1.333333333,4,2017,7
RIS,Rhode Island,13-07-2017,3706,3,3,5,1,41.46656,-71.2493,1,RI,0.333333333,1.666666667,6,2017,7
RIS,Rhode Island,13-07-2017,3707,3,3,4,0,41.45997,-71.23103,1,RI,0,1.333333333,4,2017,7
RIS,Rhode Island,13-07-2017,3711,3,3,3,0,41.46503,-71.16535,1,RI,0,1,3,2017,7
RIS,Rhode Island,13-07-2017,3790,3,3,2,1,41.47613,-71.2954,1,RI,0.333333333,0.666666667,3,2017,7
RIS,Rhode Island,13-07-2017,3791,3,3,3,0,41.48173,-71.27927,1,RI,0,1,3,2017,7
RIS,Rhode Island,07-08-2017,3531,3,3,6,0,41.43678,-71.38763,1,RI,0,2,6,2017,8
RIS,Rhode Island,07-08-2017,3542,3,3,7,0,41.43118,-71.21022,2,RI,0,2.333333333,7,2017,8
RIS,Rhode Island,07-08-2017,3544,3,3,1,0,41.43227,-71.18253,1,RI,0,0.333333333,1,2017,8
RIS,Rhode Island,07-08-2017,3631,3,3,1,0,41.44143,-71.10793,1,RI,0,0.333333333,1,2017,8
RIS,Rhode Island,07-08-2017,3706,3,3,7,1,41.46633,-71.24917,1,RI,0.333333333,2.333333333,8,2017,8
RIS,Rhode Island,07-08-2017,3707,3,3,4,0,41.46092,-71.23065,1,RI,0,1.333333333,4,2017,8
RIS,Rhode Island,07-08-2017,3711,3,3,1,0,41.4648,-71.1644,1,RI,0,0.333333333,1,2017,8
RIS,Rhode Island,07-08-2017,3790,3,3,1,1,41.4772,-71.29542,1,RI,0.333333333,0.333333333,2,2017,8
RIS,Rhode Island,07-08-2017,3791,3,3,2,1,41.48115,-71.27905,1,RI,0.333333333,0.666666667,3,2017,8
RIS,Rhode Island,10-08-2017,3531,3,3,2,0,41.4374,-71.38625,2,RI,0,0.666666667,2,2017,8
RIS,Rhode Island,10-08-2017,3542,3,3,3,2,41.4318,-71.20963,2,RI,0.666666667,1,5,2017,8
RIS,Rhode Island,10-08-2017,3544,3,3,2,0,41.4329,-71.18127,1,RI,0,0.666666667,2,2017,8
RIS,Rhode Island,10-08-2017,3631,3,3,5,2,41.44158,-71.10732,1,RI,0.666666667,1.666666667,7,2017,8
RIS,Rhode Island,10-08-2017,3706,3,3,8,0,41.46568,-71.2495,1,RI,0,2.666666667,8,2017,8
RIS,Rhode Island,10-08-2017,3707,3,3,2,0,41.46025,-71.23068,1,RI,0,0.666666667,2,2017,8
RIS,Rhode Island,10-08-2017,3711,3,3,3,1,41.46475,-71.16409,1,RI,0.333333333,1,4,2017,8
RIS,Rhode Island,10-08-2017,3790,3,3,0,0,41.47817,-71.29546,1,RI,0,0,0,2017,8
RIS,Rhode Island,10-08-2017,3791,3,3,1,0,41.48052,-71.27863,1,RI,0,0.333333333,1,2017,8
RIS,Rhode Island,22-06-2018,3110,3,3,0,0,41.34888,-71.36198,2,RI,0,0,0,2018,6
RIS,Rhode Island,22-06-2018,3372,3,3,0,0,41.40303,-71.3452,2,RI,0,0,0,2018,6
RIS,Rhode Island,22-06-2018,3453,3,3,0,0,41.40028,-71.31302,2,RI,0,0,0,2018,6
RIS,Rhode Island,22-06-2018,3533,3,3,0,0,41.43005,-71.36208,2,RI,0,0,0,2018,6
RIS,Rhode Island,22-06-2018,3544,3,3,1,0,41.43293,-71.18079,1,RI,0,0.333333333,1,2018,6
RIS,Rhode Island,22-06-2018,3625,3,3,10,0,41.448,-71.2138,1,RI,0,3.333333333,10,2018,6
RIS,Rhode Island,22-06-2018,3711,3,3,0,0,41.46513,-71.16662,1,RI,0,0,0,2018,6
RIS,Rhode Island,22-06-2018,3794,3,3,0,0,41.48205,-71.23282,2,RI,0,0,0,2018,6
RIS,Rhode Island,22-06-2018,3795,3,3,0,0,41.48337,-71.20247,1,RI,0,0,0,2018,6
RIS,Rhode Island,25-06-2018,3110,3,3,1,0,41.34905,-71.36308,2,RI,0,0.333333333,1,2018,6
RIS,Rhode Island,25-06-2018,3372,3,3,1,0,41.40298,-71.34543,2,RI,0,0.333333333,1,2018,6
RIS,Rhode Island,25-06-2018,3453,3,3,0,0,41.39998,-71.31337,2,RI,0,0,0,2018,6
RIS,Rhode Island,25-06-2018,3533,3,3,0,0,41.43125,-71.3628,2,RI,0,0,0,2018,6
RIS,Rhode Island,25-06-2018,3544,3,3,2,1,41.43243,-71.18246,1,RI,0.333333333,0.666666667,3,2018,6
RIS,Rhode Island,25-06-2018,3625,3,3,1,0,41.44877,-71.21439,1,RI,0,0.333333333,1,2018,6
RIS,Rhode Island,25-06-2018,3711,3,3,0,0,41.46485,-71.16623,1,RI,0,0,0,2018,6
RIS,Rhode Island,25-06-2018,3794,3,3,1,0,41.48205,-71.23315,1,RI,0,0.333333333,1,2018,6
RIS,Rhode Island,25-06-2018,3795,3,3,0,0,41.48388,-71.20225,1,RI,0,0,0,2018,6
RIS,Rhode Island,17-07-2018,3110,3,3,1,0,41.3505,-71.36256,2,RI,0,0.333333333,1,2018,7
RIS,Rhode Island,17-07-2018,3372,3,3,1,1,41.40393,-71.34583,2,RI,0.333333333,0.333333333,2,2018,7
RIS,Rhode Island,17-07-2018,3453,2,3,0,0,41.40332,-71.31265,2,RI,0,0,0,2018,7
RIS,Rhode Island,17-07-2018,3544,3,3,8,0,41.43516,-71.18184,1,RI,0,2.666666667,8,2018,7
RIS,Rhode Island,17-07-2018,3625,3,3,5,0,41.45058,-71.21384,1,RI,0,1.666666667,5,2018,7
RIS,Rhode Island,17-07-2018,3711,2,3,0,0,41.46688,-71.16535,1,RI,0,0,0,2018,7
RIS,Rhode Island,17-07-2018,3794,3,3,0,1,41.482,-71.23312,1,RI,0.333333333,0,1,2018,7
RIS,Rhode Island,17-07-2018,3795,3,3,4,0,41.485,-71.2022,1,RI,0,1.333333333,4,2018,7
RIS,Rhode Island,20-07-2018,3110,3,3,0,1,41.35021,-71.36256,2,RI,0.333333333,0,1,2018,7
RIS,Rhode Island,20-07-2018,3372,3,3,1,0,41.40567,-71.34583,2,RI,0,0.333333333,1,2018,7
RIS,Rhode Island,20-07-2018,3453,3,3,0,0,41.40478,-71.31265,2,RI,0,0,0,2018,7
RIS,Rhode Island,20-07-2018,3533,3,3,2,0,41.4348,-71.36259,2,RI,0,0.666666667,2,2018,7
RIS,Rhode Island,20-07-2018,3544,3,3,1,0,41.42953,-71.18184,1,RI,0,0.333333333,1,2018,7
RIS,Rhode Island,20-07-2018,3625,3,3,1,0,41.45058,-71.21384,1,RI,0,0.333333333,1,2018,7
RIS,Rhode Island,20-07-2018,3711,3,3,2,0,41.4666,-71.16535,1,RI,0,0.666666667,2,2018,7
RIS,Rhode Island,20-07-2018,3794,3,3,1,0,41.4854,-71.23312,1,RI,0,0.333333333,1,2018,7
RIS,Rhode Island,20-07-2018,3795,3,3,2,1,41.48513,-71.20212,1,RI,0.333333333,0.666666667,3,2018,7
RIS,Rhode Island,06-08-2018,3110,3,3,0,1,41.34803,-71.36203,2,RI,0.333333333,0,1,2018,8
RIS,Rhode Island,06-08-2018,3372,3,3,1,1,41.40322,-71.34552,2,RI,0.333333333,0.333333333,2,2018,8
RIS,Rhode Island,06-08-2018,3453,3,3,0,0,41.40132,-71.31194,2,RI,0,0,0,2018,8
RIS,Rhode Island,06-08-2018,3533,3,3,2,0,41.42998,-71.36238,2,RI,0,0.666666667,2,2018,8
RIS,Rhode Island,06-08-2018,3544,3,3,5,3,41.43255,-71.18122,1,RI,1,1.666666667,8,2018,8
RIS,Rhode Island,06-08-2018,3625,3,3,0,0,41.44848,-71.21328,1,RI,0,0,0,2018,8
RIS,Rhode Island,06-08-2018,3711,3,3,1,0,41.46467,-71.16448,1,RI,0,0.333333333,1,2018,8
RIS,Rhode Island,06-08-2018,3794,3,3,2,0,41.48175,-71.23333,1,RI,0,0.666666667,2,2018,8
RIS,Rhode Island,06-08-2018,3795,3,3,4,0,41.48377,-71.20219,1,RI,0,1.333333333,4,2018,8
